,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
100197,2011,2,5,Maharashtra,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100199,2011,2,6,Assam,Unknown,Terrorists/Non-State Militia,Unknown,0.0,1.0
100200,2011,2,6,Manipur,Armed Assault,Police,Firearms,0.0,1.0
100201,2011,2,6,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100202,2011,2,6,West Bengal,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100229,2011,2,7,Bihar,Unknown,Police,Unknown,0.0,0.0
100230,2011,2,7,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,0.0
100231,2011,2,7,Chhattisgarh,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
100232,2011,2,7,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100233,2011,2,7,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100240,2011,2,8,Manipur,Armed Assault,Transportation,Firearms,0.0,1.0
100257,2011,2,9,Odisha,Facility/Infrastructure Attack,Police,Incendiary,0.0,0.0
100258,2011,2,9,West Bengal,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
100259,2011,2,10,Bihar,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
100260,2011,2,10,Bihar,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
100261,2011,2,10,Bihar,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
100262,2011,2,10,Bihar,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100263,2011,2,10,Manipur,Bombing/Explosion,Government (General),Explosives,3.0,1.0
100288,2011,2,11,Jammu and Kashmir,Armed Assault,Business,Firearms,0.0,1.0
100289,2011,2,11,Jammu and Kashmir,Armed Assault,Unknown,Firearms,0.0,1.0
100290,2011,2,11,Meghalaya,Bombing/Explosion,Journalists & Media,Explosives,1.0,0.0
100291,2011,2,12,Odisha,Armed Assault,Police,Firearms,0.0,2.0
100292,2011,2,12,West Bengal,Assassination,Government (General),Firearms,0.0,1.0
100311,2011,2,13,West Bengal,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,1.0
100312,2011,2,14,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100313,2011,2,14,Chhattisgarh,Armed Assault,Police,Melee,0.0,1.0
100325,2011,2,15,Jammu and Kashmir,Armed Assault,Government (General),Firearms,2.0,0.0
100332,2011,2,16,Odisha,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
100333,2011,2,16,Odisha,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
100334,2011,2,16,Odisha,Bombing/Explosion,Unknown,Explosives,0.0,0.0
100335,2011,2,16,Odisha,Bombing/Explosion,Unknown,Explosives,0.0,0.0
100351,2011,2,17,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100352,2011,2,17,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100367,2011,2,18,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
100368,2011,2,18,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,1.0
100369,2011,2,18,West Bengal,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,1.0
100387,2011,2,20,West Bengal,Armed Assault,Government (General),Firearms,0.0,1.0
100400,2011,2,21,Manipur,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,2.0,0.0
100409,2011,2,22,Andhra pradesh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100410,2011,2,22,Andhra pradesh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100421,2011,2,23,West Bengal,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100442,2011,2,25,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
100452,2011,2,26,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
100453,2011,2,26,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100467,2011,2,27,Manipur,Bombing/Explosion,Business,Explosives,7.0,0.0
100481,2011,2,28,Jammu and Kashmir,Armed Assault,Business,Firearms,1.0,0.0
100482,2011,2,28,Jammu and Kashmir,Bombing/Explosion,Police,Explosives,2.0,1.0
100483,2011,2,28,Jharkhand,Bombing/Explosion,Police,Explosives,4.0,3.0
100493,2011,3,1,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
100494,2011,3,1,Bihar,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
100511,2011,3,1,Bihar,Facility/Infrastructure Attack,Educational Institution,Sabotage Equipment,0.0,0.0
100512,2011,3,1,Bihar,Facility/Infrastructure Attack,Government (General),Sabotage Equipment,0.0,0.0
100513,2011,3,1,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
100517,2011,3,2,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
100531,2011,3,2,Assam,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100533,2011,3,3,West Bengal,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0
100534,2011,3,3,Assam,Hostage Taking (Kidnapping),Business,Firearms,1.0,0.0
100543,2011,3,3,Assam,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100552,2011,3,4,Bihar,Armed Assault,Business,Incendiary,0.0,1.0
100554,2011,3,5,Andhra pradesh,Armed Assault,Government (General),Melee,0.0,1.0
100579,2011,3,7,Jammu and Kashmir,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100580,2011,3,7,Andhra pradesh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
100631,2011,3,10,Manipur,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100655,2011,3,12,Jharkhand,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
100656,2011,3,12,Maharashtra,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
100676,2011,3,14,Assam,Bombing/Explosion,Government (General),Explosives,4.0,0.0
100677,2011,3,14,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
100678,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,1.0,0.0
100679,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,1.0,0.0
100680,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,0.0,0.0
100681,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,0.0,0.0
100682,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,0.0,0.0
100689,2011,3,14,Maharashtra,Armed Assault,Police,Melee,0.0,1.0
100690,2011,3,14,Assam,Armed Assault,Military,Firearms,8.0,8.0
100691,2011,3,14,Chhattisgarh,Unknown,Police,Unknown,37.0,4.0
100692,2011,3,14,Jharkhand,Armed Assault,Police,Firearms,2.0,0.0
100693,2011,3,14,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
100694,2011,3,14,Bihar,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0
100700,2011,3,15,Jharkhand,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
100720,2011,3,17,Jharkhand,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
100721,2011,3,17,Bihar,Unarmed Assault,Government (General),Melee,1.0,0.0
100722,2011,3,17,Bihar,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
100723,2011,3,17,Odisha,Armed Assault,Religious Figures/Institutions,Firearms,2.0,0.0
100725,2011,3,17,Jharkhand,Hostage Taking (Kidnapping),Business,Firearms,0.0,2.0
100735,2011,3,18,Jharkhand,Bombing/Explosion,Food or Water Supply,Explosives,0.0,0.0
100741,2011,3,19,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,2.0
100755,2011,3,20,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
100767,2011,3,20,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
100768,2011,3,21,Meghalaya,Armed Assault,Police,Firearms,0.0,0.0
100769,2011,3,21,Chhattisgarh,Armed Assault,Government (General),Firearms,0.0,1.0
100771,2011,3,21,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
100800,2011,3,22,Bihar,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0
100801,2011,3,22,Tamil Nadu,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
100802,2011,3,23,West Bengal,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
100820,2011,3,24,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100829,2011,3,24,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100832,2011,3,24,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
100837,2011,3,25,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100844,2011,3,25,Bihar,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Incendiary,0.0,0.0
100856,2011,3,27,Rajasthan,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100857,2011,3,27,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100891,2011,3,28,Manipur,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
100897,2011,3,28,Bihar,Armed Assault,Business,Incendiary,,0.0
100917,2011,3,30,Jammu and Kashmir,Armed Assault,Government (General),Firearms,1.0,1.0
100918,2011,3,30,Manipur,Bombing/Explosion,Educational Institution,Explosives,1.0,0.0
100919,2011,3,30,Manipur,Assassination,Government (General),Firearms,0.0,0.0
100920,2011,3,30,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
100939,2011,4,1,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100940,2011,4,1,Jharkhand,Armed Assault,Business,Melee,3.0,0.0
100947,2011,4,2,Assam,Armed Assault,Police,Firearms,4.0,3.0
100948,2011,4,2,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100949,2011,4,2,Odisha,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
100950,2011,4,2,West Bengal,Armed Assault,Educational Institution,Melee,0.0,1.0
100958,2011,4,3,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
100959,2011,4,3,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100965,2011,4,4,Assam,Unknown,Police,Unknown,2.0,2.0
100966,2011,4,4,Bihar,Armed Assault,Business,Unknown,5.0,0.0
100967,2011,4,4,Manipur,Armed Assault,Telecommunication,Firearms,0.0,1.0
100968,2011,4,4,Manipur,Armed Assault,Government (General),Firearms,0.0,0.0
100969,2011,4,4,West Bengal,Armed Assault,Government (General),Melee,0.0,1.0
100992,2011,4,5,Jammu and Kashmir,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
100993,2011,4,5,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
100994,2011,4,5,West Bengal,Bombing/Explosion,Unknown,Explosives,3.0,0.0
101001,2011,4,6,Jharkhand,Armed Assault,Business,Firearms,7.0,1.0
101002,2011,4,6,Manipur,Armed Assault,Police,Firearms,1.0,0.0
101003,2011,4,6,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101004,2011,4,6,Meghalaya,Armed Assault,Business,Firearms,1.0,5.0
101015,2011,4,7,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101016,2011,4,7,Jharkhand,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101026,2011,4,8,Jammu and Kashmir,Bombing/Explosion,Religious Figures/Institutions,Explosives,1.0,1.0
101027,2011,4,8,Jharkhand,Hostage Taking (Kidnapping),Educational Institution,Unknown,0.0,0.0
101028,2011,4,8,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101049,2011,4,9,West Bengal,Unarmed Assault,Private Citizens & Property,Melee,2.0,0.0
101050,2011,4,9,West Bengal,Bombing/Explosion,Government (General),Explosives,3.0,0.0
101063,2011,4,10,Jammu and Kashmir,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
101064,2011,4,10,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,2.0
101065,2011,4,10,Manipur,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
101090,2011,4,11,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101097,2011,4,12,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
101098,2011,4,12,Jharkhand,Hostage Taking (Kidnapping),Government (General),Melee,0.0,1.0
101099,2011,4,12,Jharkhand,Bombing/Explosion,Police,Explosives,0.0,0.0
101100,2011,4,12,Manipur,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101122,2011,4,13,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
101132,2011,4,14,Chhattisgarh,Armed Assault,Military,Firearms,9.0,33.0
101133,2011,4,14,Meghalaya,Bombing/Explosion,Business,Explosives,0.0,0.0
101150,2011,4,15,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101151,2011,4,15,Manipur,Unknown,Government (General),Unknown,6.0,7.0
101158,2011,4,16,Andhra Pradesh,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
101159,2011,4,16,Andhra Pradesh,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
101160,2011,4,16,Chhattisgarh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101161,2011,4,16,Chhattisgarh,Facility/Infrastructure Attack,Business,Incendiary,2.0,0.0
101183,2011,4,17,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
101184,2011,4,17,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
101185,2011,4,17,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
101186,2011,4,17,Jharkhand,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Firearms,0.0,2.0
101187,2011,4,17,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101196,2011,4,18,Bihar,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,1.0
101197,2011,4,18,Bihar,Armed Assault,Private Citizens & Property,Melee,5.0,0.0
101198,2011,4,18,Meghalaya,Armed Assault,Business,Firearms,6.0,0.0
101221,2011,4,19,Maharashtra,Unknown,Violent Political Party,Unknown,0.0,1.0
101222,2011,4,19,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101223,2011,4,0,Odisha,Armed Assault,Government (General),Melee,0.0,1.0
101226,2011,4,20,Assam,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
101227,2011,4,20,Bihar,Armed Assault,Police,Firearms,2.0,2.0
101228,2011,4,20,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101229,2011,4,20,Bihar,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101230,2011,4,20,Bihar,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101231,2011,4,20,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101232,2011,4,20,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101280,2011,4,0,Assam,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
101281,2011,4,24,West Bengal,Bombing/Explosion,Educational Institution,Explosives,0.0,1.0
101292,2011,4,25,Jharkhand,Armed Assault,Terrorists/Non-State Militia,Melee,0.0,1.0
101293,2011,4,25,Jharkhand,Armed Assault,Business,Firearms,0.0,1.0
101294,2011,4,25,Jharkhand,Unknown,Business,Unknown,0.0,0.0
101295,2011,4,25,West Bengal,Bombing/Explosion,Transportation,Explosives,0.0,0.0
101300,2011,4,26,Assam,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101301,2011,4,26,Jharkhand,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101302,2011,4,26,West Bengal,Bombing/Explosion,Unknown,Explosives,1.0,0.0
101344,2011,4,28,Chhattisgarh,Assassination,Terrorists/Non-State Militia,Firearms,1.0,0.0
101345,2011,4,28,Jharkhand,Armed Assault,Business,Firearms,0.0,1.0
101359,2011,4,29,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
101363,2011,4,30,Andhra Pradesh,Armed Assault,Government (General),Firearms,3.0,0.0
101364,2011,4,30,Andhra Pradesh,Armed Assault,Police,Firearms,2.0,1.0
101365,2011,4,30,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101366,2011,4,30,Odisha,Hostage Taking (Kidnapping),Business,Firearms,0.0,1.0
101380,2011,5,1,Odisha,Armed Assault,Government (General),Unknown,0.0,1.0
101384,2011,5,2,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101389,2011,5,2,Assam,Armed Assault,Violent Political Party,Firearms,0.0,1.0
101390,2011,5,2,Bihar,Bombing/Explosion,Police,Explosives,3.0,0.0
101391,2011,5,2,Kerala,Bombing/Explosion,Business,Explosives,0.0,0.0
101404,2011,5,3,Jharkhand,Armed Assault,Police,Firearms,0.0,0.0
101405,2011,5,3,Jharkhand,Unknown,Police,Unknown,1.0,0.0
101406,2011,5,3,Meghalaya,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0
101410,2011,5,3,Jharkhand,Bombing/Explosion,Police,Explosives,40.0,11.0
101417,2011,5,4,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101419,2011,5,4,Odisha,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101430,2011,5,5,Maharashtra,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,6.0
101431,2011,5,5,Manipur,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
101432,2011,5,5,Manipur,Armed Assault,Educational Institution,Firearms,0.0,0.0
101454,2011,5,6,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101455,2011,5,6,Odisha,Facility/Infrastructure Attack,Police,Sabotage Equipment,0.0,0.0
101456,2011,5,6,Odisha,Facility/Infrastructure Attack,Business,Sabotage Equipment,0.0,0.0
101477,2011,5,8,Andhra Pradesh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101478,2011,5,8,Chhattisgarh,Armed Assault,Unknown,Firearms,0.0,0.0
101479,2011,5,8,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
101480,2011,5,8,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101481,2011,5,8,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101482,2011,5,8,Chhattisgarh,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101483,2011,5,8,Chhattisgarh,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101484,2011,5,8,Chhattisgarh,Bombing/Explosion,Utilities,Explosives,0.0,0.0
101485,2011,5,8,Chhattisgarh,Armed Assault,Unknown,Firearms,0.0,0.0
101486,2011,5,8,Odisha,Armed Assault,Police,Incendiary,0.0,0.0
101507,2011,5,9,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101512,2011,5,10,Chhattisgarh,Bombing/Explosion,Police,Explosives,2.0,0.0
101513,2011,5,10,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
101514,2011,5,10,Jharkhand,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101515,2011,5,10,Maharashtra,Bombing/Explosion,Police,Explosives,0.0,0.0
101546,2011,5,12,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
101547,2011,5,12,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
101557,2011,5,13,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
101569,2011,5,14,Maharashtra,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
101570,2011,5,14,Odisha,Armed Assault,Police,Firearms,0.0,0.0
101582,2011,5,15,Bihar,Bombing/Explosion,Government (General),Explosives,1.0,1.0
101583,2011,5,15,Bihar,Unarmed Assault,Police,Melee,1.0,0.0
101584,2011,5,15,Jharkhand,Unknown,Terrorists/Non-State Militia,Unknown,3.0,5.0
101585,2011,5,15,Jharkhand,Armed Assault,Business,Incendiary,0.0,0.0
101586,2011,5,15,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
101613,2011,5,16,Andhra Pradesh,Armed Assault,Business,Firearms,1.0,1.0
101614,2011,5,16,Jammu and Kashmir,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
101615,2011,5,16,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,4.0
101630,2011,5,17,Chhattisgarh,Bombing/Explosion,Police,Explosives,2.0,7.0
101631,2011,5,17,Chhattisgarh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101636,2011,5,17,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
101637,2011,5,17,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
101638,2011,5,17,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
101639,2011,5,17,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,0.0
101640,2011,5,17,Jharkhand,Armed Assault,Police,Firearms,0.0,0.0
101648,2011,5,18,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
101662,2011,5,19,Chhattisgarh,Armed Assault,Police,Firearms,0.0,2.0
101663,2011,5,19,Maharashtra,Armed Assault,Police,Firearms,2.0,3.0
101664,2011,5,19,Maharashtra,Armed Assault,Police,Firearms,0.0,4.0
101665,2011,5,19,Maharashtra,Bombing/Explosion,Police,Explosives,0.0,11.0
101666,2011,5,20,Jharkhand,Armed Assault,Police,Firearms,4.0,0.0
101686,2011,5,21,Odisha,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101687,2011,5,21,Odisha,Bombing/Explosion,Transportation,Explosives,0.0,0.0
101690,2011,5,21,Bihar,Hostage Taking (Kidnapping),Transportation,Unknown,0.0,0.0
101691,2011,5,21,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
101692,2011,5,21,Chhattisgarh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101702,2011,5,22,Manipur,Bombing/Explosion,Unknown,Explosives,0.0,0.0
101703,2011,5,22,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101723,2011,5,23,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,9.0
101748,2011,5,25,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101749,2011,5,25,Delhi,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101750,2011,5,25,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101755,2011,5,25,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
101774,2011,5,27,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
101775,2011,5,27,Odisha,Unknown,Private Citizens & Property,Unknown,0.0,1.0
101776,2011,5,27,Odisha,Unknown,Private Citizens & Property,Unknown,0.0,1.0
101795,2011,5,29,Jharkhand,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1.0,0.0
101815,2011,5,31,Bihar,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
101816,2011,5,31,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101817,2011,5,31,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101818,2011,5,31,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101819,2011,5,31,Odisha,Armed Assault,Private Citizens & Property,Melee,1.0,0.0
101838,2011,6,1,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
101839,2011,6,1,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
101840,2011,6,1,Jharkhand,Armed Assault,Police,Firearms,3.0,1.0
101846,2011,6,1,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,2.0,0.0
101849,2011,6,2,Chhattisgarh,Armed Assault,Police,Firearms,1.0,1.0
101850,2011,6,2,Jharkhand,Armed Assault,Police,Melee,3.0,3.0
101870,2011,6,3,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,0.0
101871,2011,6,3,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,,0.0
101882,2011,6,4,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
101883,2011,6,4,Nagaland,Unknown,Terrorists/Non-State Militia,Unknown,0.0,1.0
101896,2011,6,5,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
101897,2011,6,0,West Bengal,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
101908,2011,6,6,Jharkhand,Facility/Infrastructure Attack,Educational Institution,Firearms,0.0,0.0
101935,2011,6,7,Assam,Armed Assault,Government (General),Firearms,0.0,1.0
101942,2011,6,8,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
101943,2011,6,8,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101944,2011,6,8,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
101945,2011,6,8,Tripura,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
101966,2011,6,9,Chhattisgarh,Armed Assault,Police,Firearms,0.0,5.0
101978,2011,6,10,Chhattisgarh,Bombing/Explosion,Police,Explosives,3.0,10.0
101985,2011,6,11,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
102018,2011,6,14,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102030,2011,6,15,Jharkhand,Armed Assault,Business,Melee,3.0,0.0
102034,2011,6,16,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
102035,2011,6,16,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
102036,2011,6,16,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
102037,2011,6,16,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
102038,2011,6,16,Bihar,Armed Assault,Police,Firearms,0.0,0.0
102039,2011,6,16,Bihar,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
102040,2011,6,16,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
102041,2011,6,16,Jharkhand,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
102058,2011,6,17,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102079,2011,6,20,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
102080,2011,6,20,Jharkhand,Bombing/Explosion,Transportation,Explosives,3.0,1.0
102102,2011,6,21,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102108,2011,6,22,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102109,2011,6,22,Bihar,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102138,2011,6,24,Assam,Armed Assault,Military,Firearms,0.0,2.0
102139,2011,6,24,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
102140,2011,6,24,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
